cidade_origem,cidade_destino,assentos_ocupados,assentos_totais,assentos_disponiveis,dia,mes,ano
Curitiba,Manaus,147,200,53,24,10,2025
Porto Alegre,Florianópolis,22,100,78,24,10,2025
Porto Alegre,Buenos Aires,119,200,81,24,10,2025
Belém,João Pessoa,151,200,49,24,10,2025
Manaus,Natal,76,200,124,24,10,2025
Manaus,Roma,85,100,15,24,10,2025
Florianópolis,Nova York,188,200,12,24,10,2025
Florianópolis,Manaus,53,100,47,24,10,2025
Goiânia,São Paulo,57,200,143,24,10,2025
Goiânia,Nova York,41,200,159,24,10,2025
Natal,Tóquio,54,100,46,24,10,2025
Maceió,Los Angeles,69,200,131,24,10,2025
João Pessoa,Salvador,189,200,11,24,10,2025
João Pessoa,Maceió,70,100,30,24,10,2025
João Pessoa,Teresina,37,100,63,24,10,2025
Aracaju,Florianópolis,93,200,107,24,10,2025
Vitória,Brasília,85,100,15,24,10,2025
Vitória,Los Angeles,149,200,51,24,10,2025
Vitória,Cidade do México,74,200,126,24,10,2025
Cuiabá,Belém,36,100,64,24,10,2025
Campo Grande,Belo Horizonte,72,200,128,24,10,2025
Campo Grande,Brasília,182,200,18,24,10,2025
São Luís,Vitória,115,200,85,24,10,2025
São Luís,Pequim,99,200,101,24,10,2025
São Luís,Cuiabá,184,200,16,24,10,2025
Teresina,Bogotá,20,100,80,24,10,2025
Teresina,Belém,178,200,22,24,10,2025
Teresina,Lima,34,100,66,24,10,2025
Palmas,Buenos Aires,53,200,147,24,10,2025
Palmas,Los Angeles,127,200,73,24,10,2025
Palmas,Cuiabá,46,100,54,24,10,2025
Rio Branco,Paris,94,100,6,24,10,2025
Rio Branco,Goiânia,175,200,25,24,10,2025
Macapá,Belém,106,200,94,24,10,2025
Macapá,Florianópolis,45,200,155,24,10,2025
Macapá,Paris,43,100,57,24,10,2025
Boa Vista,Porto Velho,165,200,35,24,10,2025
Porto Velho,Pequim,69,200,131,24,10,2025
Nova York,Amsterdã,32,100,68,24,10,2025
Nova York,João Pessoa,68,200,132,24,10,2025
Nova York,Madri,69,100,31,24,10,2025
Miami,Toronto,68,100,32,24,10,2025
Miami,Rio Branco,38,100,62,24,10,2025
Los Angeles,Buenos Aires,140,200,60,24,10,2025
Los Angeles,Recife,70,100,30,24,10,2025
Londres,São Paulo,23,100,77,24,10,2025
Londres,Rio Branco,42,200,158,24,10,2025
Londres,Los Angeles,151,200,49,24,10,2025
Paris,Cidade do México,101,200,99,24,10,2025
Paris,Amsterdã,118,200,82,24,10,2025
Paris,São Luís,34,100,66,24,10,2025
Tóquio,Paris,42,200,158,24,10,2025
Tóquio,Cidade do México,22,100,78,24,10,2025
Pequim,Cidade do México,182,200,18,24,10,2025
Pequim,Vitória,31,100,69,24,10,2025
Pequim,Tóquio,63,100,37,24,10,2025
Dubai,Buenos Aires,46,100,54,24,10,2025
Dubai,Londres,53,100,47,24,10,2025
Dubai,São Paulo,89,200,111,24,10,2025
Roma,João Pessoa,78,200,122,24,10,2025
Roma,Campo Grande,47,100,53,24,10,2025
Roma,Amsterdã,56,200,144,24,10,2025
Madri,Belém,152,200,48,24,10,2025
Madri,Manaus,64,100,36,24,10,2025
Madri,Campo Grande,75,100,25,24,10,2025
Lisboa,Boa Vista,83,200,117,24,10,2025
Lisboa,Dubai,100,200,100,24,10,2025
Lisboa,Manaus,170,200,30,24,10,2025
Amsterdã,Goiânia,93,100,7,24,10,2025
Frankfurt,Brasília,133,200,67,24,10,2025
Toronto,Tóquio,83,200,117,24,10,2025
Toronto,Frankfurt,86,100,14,24,10,2025
Toronto,Amsterdã,30,100,70,24,10,2025
Buenos Aires,Belo Horizonte,72,200,128,24,10,2025
Buenos Aires,Fortaleza,161,200,39,24,10,2025
Buenos Aires,Cuiabá,150,200,50,24,10,2025
Santiago,Porto Velho,34,100,66,24,10,2025
Santiago,Rio de Janeiro,48,100,52,24,10,2025
Santiago,Amsterdã,25,100,75,24,10,2025
Lima,Curitiba,76,100,24,24,10,2025
Lima,Frankfurt,141,200,59,24,10,2025
Cidade do México,Toronto,189,200,11,24,10,2025
Cidade do México,Pequim,82,200,118,24,10,2025
Bogotá,Porto Velho,34,100,66,24,10,2025
Bogotá,Fortaleza,53,100,47,24,10,2025
Belém,Madri,113,200,87,2,8,2025
Manaus,Rio Branco,91,100,9,2,8,2025
Manaus,Miami,134,200,66,2,8,2025
Manaus,Paris,132,200,68,2,8,2025
Florianópolis,Brasília,142,200,58,2,8,2025
Florianópolis,Dubai,177,200,23,2,8,2025
Goiânia,Cuiabá,113,200,87,2,8,2025
Goiânia,Lima,65,200,135,2,8,2025
Natal,Buenos Aires,38,100,62,2,8,2025
Natal,Rio de Janeiro,27,100,73,2,8,2025
Maceió,Salvador,106,200,94,2,8,2025
João Pessoa,Los Angeles,67,100,33,2,8,2025
Aracaju,Belo Horizonte,90,100,10,2,8,2025
Aracaju,Lima,125,200,75,2,8,2025
Aracaju,Frankfurt,174,200,26,2,8,2025
Vitória,Manaus,108,200,92,2,8,2025
Vitória,Palmas,62,100,38,2,8,2025
Cuiabá,Teresina,89,100,11,2,8,2025
Campo Grande,Nova York,43,100,57,2,8,2025
Campo Grande,Fortaleza,63,200,137,2,8,2025
Campo Grande,Florianópolis,52,100,48,2,8,2025
São Luís,Paris,54,100,46,2,8,2025
São Luís,Toronto,39,100,61,2,8,2025
Teresina,Palmas,62,100,38,2,8,2025
Teresina,Nova York,104,200,96,2,8,2025
Palmas,Miami,52,200,148,2,8,2025
Palmas,Santiago,61,100,39,2,8,2025
Rio Branco,Nova York,73,100,27,2,8,2025
Macapá,Porto Alegre,169,200,31,2,8,2025
Macapá,Boa Vista,38,100,62,2,8,2025
Boa Vista,Lima,141,200,59,2,8,2025
Boa Vista,Londres,127,200,73,2,8,2025
Porto Velho,Paris,71,100,29,2,8,2025
Porto Velho,Natal,124,200,76,2,8,2025
Nova York,Lima,53,200,147,2,8,2025
Nova York,Natal,87,100,13,2,8,2025
Nova York,Cidade do México,32,100,68,2,8,2025
Miami,Dubai,55,100,45,2,8,2025
Miami,Belo Horizonte,40,100,60,2,8,2025
Miami,João Pessoa,145,200,55,2,8,2025
Los Angeles,Teresina,89,100,11,2,8,2025
Londres,Amsterdã,40,100,60,2,8,2025
Paris,Tóquio,83,100,17,2,8,2025
Tóquio,Belo Horizonte,136,200,64,2,8,2025
Tóquio,Lima,82,100,18,2,8,2025
Pequim,Fortaleza,91,100,9,2,8,2025
Dubai,Los Angeles,145,200,55,2,8,2025
Dubai,Toronto,128,200,72,2,8,2025
Roma,Madri,84,100,16,2,8,2025
Roma,Frankfurt,23,100,77,2,8,2025
Roma,Campo Grande,82,100,18,2,8,2025
Madri,Palmas,84,100,16,2,8,2025
Madri,Tóquio,65,100,35,2,8,2025
Lisboa,Lima,59,100,41,2,8,2025
Lisboa,Miami,59,100,41,2,8,2025
Amsterdã,Belém,164,200,36,2,8,2025
Frankfurt,Vitória,57,100,43,2,8,2025
Toronto,Belém,45,200,155,2,8,2025
Toronto,Rio Branco,177,200,23,2,8,2025
Toronto,Tóquio,70,200,130,2,8,2025
Buenos Aires,Vitória,85,100,15,2,8,2025
Santiago,Lima,52,100,48,2,8,2025
Santiago,Lisboa,71,200,129,2,8,2025
Santiago,Boa Vista,85,200,115,2,8,2025
Lima,Cuiabá,89,100,11,2,8,2025
Lima,Cidade do México,189,200,11,2,8,2025
Lima,Santiago,44,200,156,2,8,2025
Cidade do México,Recife,128,200,72,2,8,2025
Cidade do México,Lisboa,47,100,53,2,8,2025
Cidade do México,Goiânia,154,200,46,2,8,2025
Bogotá,Amsterdã,179,200,21,2,8,2025
Bogotá,Rio de Janeiro,82,200,118,2,8,2025
São Paulo,Madri,75,100,25,3,8,2025
São Paulo,Amsterdã,49,100,51,3,8,2025
Rio de Janeiro,Campo Grande,29,100,71,3,8,2025
Brasília,Vitória,150,200,50,3,8,2025
Brasília,Aracaju,77,100,23,3,8,2025
Belo Horizonte,Toronto,169,200,31,3,8,2025
Belo Horizonte,Frankfurt,76,100,24,3,8,2025
Belo Horizonte,Boa Vista,22,100,78,3,8,2025
Salvador,Goiânia,136,200,64,3,8,2025
Recife,Boa Vista,185,200,15,3,8,2025
Recife,Tóquio,146,200,54,3,8,2025
Fortaleza,Nova York,123,200,77,3,8,2025
Curitiba,Campo Grande,48,100,52,3,8,2025
Curitiba,Fortaleza,46,100,54,3,8,2025
Porto Alegre,Goiânia,86,100,14,3,8,2025
Porto Alegre,Pequim,47,200,153,3,8,2025
Belém,Curitiba,71,100,29,3,8,2025
Belém,Frankfurt,24,100,76,3,8,2025
Manaus,Belém,87,100,13,3,8,2025
Manaus,Salvador,53,100,47,3,8,2025
Manaus,Santiago,75,200,125,3,8,2025
Florianópolis,Buenos Aires,48,100,52,3,8,2025
Florianópolis,Paris,52,100,48,3,8,2025
Goiânia,Porto Alegre,180,200,20,3,8,2025
Goiânia,João Pessoa,54,100,46,3,8,2025
Goiânia,Amsterdã,65,100,35,3,8,2025
Natal,Bogotá,69,100,31,3,8,2025
Maceió,Belém,189,200,11,3,8,2025
João Pessoa,Belo Horizonte,150,200,50,3,8,2025
João Pessoa,Rio Branco,40,100,60,3,8,2025
Aracaju,Maceió,106,200,94,3,8,2025
Aracaju,Pequim,62,200,138,3,8,2025
Vitória,Lima,75,100,25,3,8,2025
Vitória,Miami,102,200,98,3,8,2025
Vitória,Madri,99,200,101,3,8,2025
Cuiabá,Manaus,147,200,53,3,8,2025
Campo Grande,Manaus,151,200,49,3,8,2025
Campo Grande,Vitória,65,200,135,3,8,2025
Campo Grande,Lisboa,182,200,18,3,8,2025
São Luís,Rio de Janeiro,62,100,38,3,8,2025
São Luís,Aracaju,83,100,17,3,8,2025
São Luís,Palmas,74,100,26,3,8,2025
Teresina,Campo Grande,179,200,21,3,8,2025
Teresina,João Pessoa,80,100,20,3,8,2025
Teresina,Madri,187,200,13,3,8,2025
Palmas,Vitória,35,100,65,3,8,2025
Rio Branco,Natal,61,100,39,3,8,2025
Rio Branco,Porto Velho,71,100,29,3,8,2025
Macapá,Toronto,61,100,39,3,8,2025
Boa Vista,Fortaleza,82,200,118,3,8,2025
Boa Vista,João Pessoa,88,100,12,3,8,2025
Boa Vista,Teresina,53,100,47,3,8,2025
Porto Velho,Macapá,95,200,105,3,8,2025
Nova York,Curitiba,65,200,135,3,8,2025
Nova York,João Pessoa,91,100,9,3,8,2025
Miami,Vitória,21,100,79,3,8,2025
Los Angeles,Bogotá,178,200,22,3,8,2025
Londres,Salvador,125,200,75,3,8,2025
Londres,Dubai,40,100,60,3,8,2025
Paris,Brasília,70,100,30,3,8,2025
Paris,Tóquio,89,100,11,3,8,2025
Tóquio,Maceió,84,100,16,3,8,2025
Tóquio,Los Angeles,58,100,42,3,8,2025
Tóquio,Boa Vista,61,200,139,3,8,2025
Pequim,Los Angeles,60,200,140,3,8,2025
Pequim,Belo Horizonte,30,100,70,3,8,2025
Pequim,Maceió,55,100,45,3,8,2025
Dubai,Rio de Janeiro,124,200,76,3,8,2025
Dubai,Nova York,25,100,75,3,8,2025
Dubai,Macapá,87,100,13,3,8,2025
Roma,Tóquio,70,100,30,3,8,2025
Madri,Goiânia,83,200,117,3,8,2025
Madri,Porto Velho,84,200,116,3,8,2025
Lisboa,Porto Velho,58,100,42,3,8,2025
Lisboa,Miami,28,100,72,3,8,2025
Amsterdã,Bogotá,181,200,19,3,8,2025
Amsterdã,Dubai,67,100,33,3,8,2025
Amsterdã,Curitiba,141,200,59,3,8,2025
Frankfurt,Amsterdã,35,100,65,3,8,2025
Frankfurt,Pequim,75,200,125,3,8,2025
Toronto,Fortaleza,126,200,74,3,8,2025
Buenos Aires,São Paulo,58,100,42,3,8,2025
Buenos Aires,Amsterdã,180,200,20,3,8,2025
Buenos Aires,Macapá,35,100,65,3,8,2025
Santiago,Palmas,103,200,97,3,8,2025
Santiago,Curitiba,114,200,86,3,8,2025
Lima,Roma,56,100,44,3,8,2025
Cidade do México,Lisboa,96,200,104,3,8,2025
Bogotá,Dubai,80,100,20,3,8,2025
Bogotá,Porto Alegre,41,200,159,3,8,2025
Bogotá,Curitiba,27,100,73,3,8,2025
São Paulo,Palmas,42,100,58,4,8,2025
São Paulo,Rio Branco,189,200,11,4,8,2025
São Paulo,Goiânia,38,100,62,4,8,2025
Rio de Janeiro,Recife,81,200,119,4,8,2025
Rio de Janeiro,Roma,104,200,96,4,8,2025
Brasília,Natal,174,200,26,4,8,2025
Brasília,Bogotá,35,100,65,4,8,2025
Belo Horizonte,Buenos Aires,84,100,16,4,8,2025
Belo Horizonte,Recife,43,200,157,4,8,2025
Belo Horizonte,Porto Velho,106,200,94,4,8,2025
Salvador,Pequim,60,100,40,4,8,2025
Salvador,Santiago,87,100,13,4,8,2025
Recife,Porto Velho,35,100,65,4,8,2025
Recife,Lisboa,49,100,51,4,8,2025
Recife,Manaus,174,200,26,4,8,2025
Fortaleza,Boa Vista,129,200,71,4,8,2025
Fortaleza,Curitiba,128,200,72,4,8,2025
Fortaleza,Rio de Janeiro,69,100,31,4,8,2025
Curitiba,Manaus,185,200,15,4,8,2025
Curitiba,Maceió,87,100,13,4,8,2025
Porto Alegre,Fortaleza,173,200,27,4,8,2025
Porto Alegre,Dubai,68,100,32,4,8,2025
Belém,Frankfurt,55,100,45,4,8,2025
Manaus,Palmas,30,100,70,4,8,2025
Florianópolis,Maceió,76,100,24,4,8,2025
Florianópolis,Buenos Aires,167,200,33,4,8,2025
Florianópolis,Paris,62,100,38,4,8,2025
Goiânia,Paris,57,100,43,4,8,2025
Goiânia,Dubai,49,100,51,4,8,2025
Goiânia,Porto Velho,26,100,74,4,8,2025
Natal,Maceió,34,100,66,4,8,2025
Natal,Madri,89,100,11,4,8,2025
Maceió,São Paulo,48,100,52,4,8,2025
Maceió,Belém,78,100,22,4,8,2025
João Pessoa,Porto Alegre,70,100,30,4,8,2025
João Pessoa,Amsterdã,35,100,65,4,8,2025
Aracaju,Salvador,78,100,22,4,8,2025
Aracaju,Porto Velho,56,200,144,4,8,2025
Vitória,Cuiabá,67,100,33,4,8,2025
Vitória,Rio Branco,55,100,45,4,8,2025
Cuiabá,Curitiba,49,100,51,4,8,2025
Cuiabá,Maceió,83,100,17,4,8,2025
Cuiabá,Santiago,76,100,24,4,8,2025
Campo Grande,Frankfurt,23,100,77,4,8,2025
Campo Grande,Fortaleza,82,200,118,4,8,2025
São Luís,Rio Branco,65,100,35,4,8,2025
Teresina,Fortaleza,167,200,33,4,8,2025
Teresina,Madri,167,200,33,4,8,2025
Teresina,Curitiba,142,200,58,4,8,2025
Palmas,Porto Alegre,141,200,59,4,8,2025
Palmas,Buenos Aires,47,100,53,4,8,2025
Palmas,São Paulo,51,100,49,4,8,2025
Rio Branco,Cidade do México,129,200,71,4,8,2025
Rio Branco,São Paulo,55,100,45,4,8,2025
Rio Branco,Porto Alegre,166,200,34,4,8,2025
Macapá,Nova York,57,200,143,4,8,2025
Boa Vista,Manaus,85,200,115,4,8,2025
Boa Vista,Recife,94,100,6,4,8,2025
Porto Velho,Lima,68,200,132,4,8,2025
Porto Velho,Buenos Aires,58,100,42,4,8,2025
Porto Velho,Campo Grande,73,100,27,4,8,2025
Nova York,Brasília,34,100,66,4,8,2025
Nova York,Salvador,114,200,86,4,8,2025
Nova York,Rio de Janeiro,62,100,38,4,8,2025
Miami,Aracaju,149,200,51,4,8,2025
Miami,Florianópolis,182,200,18,4,8,2025
Los Angeles,Porto Velho,176,200,24,4,8,2025
Los Angeles,Maceió,149,200,51,4,8,2025
Los Angeles,Rio de Janeiro,57,100,43,4,8,2025
Londres,Rio Branco,38,100,62,4,8,2025
Londres,Maceió,52,200,148,4,8,2025
Londres,Goiânia,45,200,155,4,8,2025
Paris,Amsterdã,62,100,38,4,8,2025
Tóquio,Palmas,104,200,96,4,8,2025
Pequim,Salvador,95,200,105,4,8,2025
Pequim,Nova York,92,200,108,4,8,2025
Pequim,João Pessoa,174,200,26,4,8,2025
Dubai,Cuiabá,54,100,46,4,8,2025
Roma,Pequim,61,200,139,4,8,2025
Roma,João Pessoa,124,200,76,4,8,2025
Roma,Aracaju,23,100,77,4,8,2025
Madri,São Luís,68,100,32,4,8,2025
Madri,Belém,22,100,78,4,8,2025
Madri,Teresina,76,100,24,4,8,2025
Lisboa,Roma,72,200,128,4,8,2025
Lisboa,Manaus,47,200,153,4,8,2025
Amsterdã,São Luís,25,100,75,4,8,2025
Frankfurt,Bogotá,40,200,160,4,8,2025
Frankfurt,Santiago,161,200,39,4,8,2025
Toronto,Miami,75,100,25,4,8,2025
Toronto,Nova York,116,200,84,4,8,2025
Toronto,Belo Horizonte,90,100,10,4,8,2025
Buenos Aires,São Paulo,87,200,113,4,8,2025
Buenos Aires,Miami,21,100,79,4,8,2025
Santiago,Nova York,103,200,97,4,8,2025
Santiago,Buenos Aires,21,100,79,4,8,2025
Santiago,Porto Alegre,53,100,47,4,8,2025
Lima,Lisboa,127,200,73,4,8,2025
Cidade do México,Toronto,85,100,15,4,8,2025
Cidade do México,Tóquio,91,100,9,4,8,2025
Cidade do México,Rio Branco,176,200,24,4,8,2025
Bogotá,Salvador,169,200,31,4,8,2025
Bogotá,Brasília,69,100,31,4,8,2025
São Paulo,São Luís,72,200,128,5,8,2025
São Paulo,Brasília,54,100,46,5,8,2025
São Paulo,Rio Branco,85,200,115,5,8,2025
Rio de Janeiro,Brasília,155,200,45,5,8,2025
Rio de Janeiro,Dubai,119,200,81,5,8,2025
Brasília,Cuiabá,124,200,76,5,8,2025
Brasília,Manaus,89,100,11,5,8,2025
Belo Horizonte,Recife,65,100,35,5,8,2025
Belo Horizonte,Fortaleza,71,100,29,5,8,2025
Belo Horizonte,Cidade do México,83,100,17,5,8,2025
Salvador,Lima,75,200,125,5,8,2025
Recife,Toronto,56,100,44,5,8,2025
Recife,Tóquio,128,200,72,5,8,2025
Recife,Los Angeles,141,200,59,5,8,2025
Fortaleza,Tóquio,102,200,98,5,8,2025
Fortaleza,João Pessoa,60,200,140,5,8,2025
Curitiba,Campo Grande,60,100,40,5,8,2025
Curitiba,Londres,67,200,133,5,8,2025
Curitiba,Porto Velho,51,200,149,5,8,2025
Porto Alegre,Toronto,31,100,69,5,8,2025
Porto Alegre,Paris,172,200,28,5,8,2025
Porto Alegre,Nova York,23,100,77,5,8,2025
Belém,Porto Alegre,56,100,44,5,8,2025
Manaus,Palmas,32,100,68,5,8,2025
Manaus,Cidade do México,91,100,9,5,8,2025
Manaus,Los Angeles,41,200,159,5,8,2025
Florianópolis,Maceió,49,200,151,5,8,2025
Florianópolis,Manaus,48,200,152,5,8,2025
Goiânia,Toronto,62,100,38,5,8,2025
Goiânia,Florianópolis,76,200,124,5,8,2025
Natal,Brasília,32,100,68,5,8,2025
Maceió,Recife,97,200,103,5,8,2025
João Pessoa,Natal,77,200,123,5,8,2025
Aracaju,Bogotá,116,200,84,5,8,2025
Aracaju,Buenos Aires,25,100,75,5,8,2025
Aracaju,Santiago,70,100,30,5,8,2025
Vitória,Curitiba,45,100,55,5,8,2025
Vitória,Londres,103,200,97,5,8,2025
Cuiabá,Natal,175,200,25,5,8,2025
Cuiabá,Santiago,83,100,17,5,8,2025
Cuiabá,Porto Alegre,80,200,120,5,8,2025
Campo Grande,Porto Velho,58,100,42,5,8,2025
São Luís,Porto Alegre,74,100,26,5,8,2025
São Luís,Bogotá,98,200,102,5,8,2025
São Luís,Fortaleza,90,100,10,5,8,2025
Teresina,Rio Branco,80,100,20,5,8,2025
Palmas,Bogotá,68,100,32,5,8,2025
Palmas,Manaus,113,200,87,5,8,2025
Rio Branco,Porto Velho,20,100,80,5,8,2025
Rio Branco,São Paulo,92,200,108,5,8,2025
Rio Branco,Curitiba,162,200,38,5,8,2025
Macapá,Aracaju,44,100,56,5,8,2025
Macapá,São Paulo,60,100,40,5,8,2025
Macapá,Paris,130,200,70,5,8,2025
Boa Vista,Madri,52,100,48,5,8,2025
Porto Velho,Paris,188,200,12,5,8,2025
Nova York,Frankfurt,27,100,73,5,8,2025
Nova York,Tóquio,59,200,141,5,8,2025
Nova York,Londres,53,200,147,5,8,2025
Miami,Belo Horizonte,79,100,21,5,8,2025
Miami,Florianópolis,57,200,143,5,8,2025
Miami,Rio de Janeiro,26,100,74,5,8,2025
Los Angeles,São Paulo,55,200,145,5,8,2025
Londres,João Pessoa,86,100,14,5,8,2025
Londres,Miami,27,100,73,5,8,2025
Paris,Frankfurt,137,200,63,5,8,2025
Tóquio,Paris,24,100,76,5,8,2025
Pequim,Santiago,37,100,63,5,8,2025
Dubai,Rio de Janeiro,57,100,43,5,8,2025
Dubai,Aracaju,125,200,75,5,8,2025
Roma,Toronto,76,100,24,5,8,2025
Roma,Vitória,170,200,30,5,8,2025
Madri,Tóquio,86,100,14,5,8,2025
Madri,Toronto,52,100,48,5,8,2025
Madri,Los Angeles,70,100,30,5,8,2025
Lisboa,Belém,71,100,29,5,8,2025
Amsterdã,Florianópolis,59,100,41,5,8,2025
Frankfurt,Miami,56,200,144,5,8,2025
Toronto,Dubai,106,200,94,5,8,2025
Toronto,Salvador,56,200,144,5,8,2025
Toronto,Florianópolis,48,200,152,5,8,2025
Buenos Aires,Curitiba,58,100,42,5,8,2025
Buenos Aires,João Pessoa,20,100,80,5,8,2025
Santiago,Miami,66,100,34,5,8,2025
Santiago,Londres,28,100,72,5,8,2025
Lima,Boa Vista,33,100,67,5,8,2025
Lima,Teresina,74,100,26,5,8,2025
Cidade do México,Boa Vista,30,100,70,5,8,2025
Cidade do México,Belo Horizonte,154,200,46,5,8,2025
Cidade do México,Miami,51,200,149,5,8,2025
Bogotá,Manaus,20,100,80,5,8,2025
São Paulo,Nova York,42,200,158,6,8,2025
São Paulo,Madri,44,200,156,6,8,2025
Rio de Janeiro,Boa Vista,108,200,92,6,8,2025
Rio de Janeiro,Amsterdã,35,100,65,6,8,2025
Rio de Janeiro,Cidade do México,82,100,18,6,8,2025
Brasília,Campo Grande,91,100,9,6,8,2025
Brasília,Dubai,176,200,24,6,8,2025
Belo Horizonte,João Pessoa,21,100,79,6,8,2025
Salvador,Palmas,178,200,22,6,8,2025
Recife,Toronto,48,100,52,6,8,2025
Fortaleza,Bogotá,33,100,67,6,8,2025
Fortaleza,Belém,142,200,58,6,8,2025
Curitiba,Madri,45,100,55,6,8,2025
Curitiba,Fortaleza,157,200,43,6,8,2025
Curitiba,Lima,44,100,56,6,8,2025
Porto Alegre,Aracaju,145,200,55,6,8,2025
Porto Alegre,Manaus,159,200,41,6,8,2025
Porto Alegre,Lisboa,33,100,67,6,8,2025
Belém,Tóquio,82,100,18,6,8,2025
Belém,Salvador,34,100,66,6,8,2025
Manaus,Cidade do México,21,100,79,6,8,2025
Manaus,Cuiabá,131,200,69,6,8,2025
Manaus,Belo Horizonte,33,100,67,6,8,2025
Florianópolis,Manaus,73,200,127,6,8,2025
Florianópolis,Amsterdã,44,100,56,6,8,2025
Goiânia,Vitória,168,200,32,6,8,2025
Goiânia,Miami,92,100,8,6,8,2025
Natal,Belo Horizonte,48,100,52,6,8,2025
Natal,Buenos Aires,156,200,44,6,8,2025
Maceió,Florianópolis,68,200,132,6,8,2025
João Pessoa,Buenos Aires,81,100,19,6,8,2025
Aracaju,Campo Grande,56,100,44,6,8,2025
Aracaju,Teresina,75,100,25,6,8,2025
Vitória,Nova York,158,200,42,6,8,2025
Vitória,Paris,189,200,11,6,8,2025
Vitória,Curitiba,146,200,54,6,8,2025
Cuiabá,Paris,50,200,150,6,8,2025
Campo Grande,Curitiba,87,100,13,6,8,2025
São Luís,Nova York,169,200,31,6,8,2025
Teresina,Miami,88,100,12,6,8,2025
Teresina,Rio de Janeiro,78,100,22,6,8,2025
Teresina,Bogotá,56,200,144,6,8,2025
Palmas,Rio de Janeiro,67,100,33,6,8,2025
Palmas,Florianópolis,89,100,11,6,8,2025
Palmas,Paris,52,100,48,6,8,2025
Rio Branco,Londres,96,200,104,6,8,2025
Rio Branco,Fortaleza,151,200,49,6,8,2025
Rio Branco,Palmas,76,200,124,6,8,2025
Macapá,Rio de Janeiro,131,200,69,6,8,2025
Boa Vista,Aracaju,56,200,144,6,8,2025
Boa Vista,Goiânia,39,100,61,6,8,2025
Boa Vista,São Luís,25,100,75,6,8,2025
Porto Velho,Lima,89,200,111,6,8,2025
Porto Velho,Palmas,92,100,8,6,8,2025
Nova York,Porto Velho,76,200,124,6,8,2025
Miami,Nova York,55,200,145,6,8,2025
Miami,Salvador,79,200,121,6,8,2025
Los Angeles,Dubai,38,100,62,6,8,2025
Londres,São Paulo,130,200,70,6,8,2025
Paris,Tóquio,112,200,88,6,8,2025
Paris,Vitória,113,200,87,6,8,2025
Tóquio,Los Angeles,132,200,68,6,8,2025
Pequim,Teresina,84,100,16,6,8,2025
Pequim,Rio Branco,60,200,140,6,8,2025
Dubai,João Pessoa,85,100,15,6,8,2025
Dubai,Boa Vista,94,100,6,6,8,2025
Dubai,Roma,88,100,12,6,8,2025
Roma,Pequim,54,200,146,6,8,2025
Roma,Florianópolis,76,200,124,6,8,2025
Madri,Vitória,164,200,36,6,8,2025
Lisboa,Maceió,168,200,32,6,8,2025
Lisboa,Toronto,64,200,136,6,8,2025
Lisboa,Salvador,66,100,34,6,8,2025
Amsterdã,Dubai,73,100,27,6,8,2025
Amsterdã,Miami,68,100,32,6,8,2025
Amsterdã,Frankfurt,21,100,79,6,8,2025
Frankfurt,Bogotá,56,200,144,6,8,2025
Frankfurt,Pequim,30,100,70,6,8,2025
Frankfurt,Campo Grande,168,200,32,6,8,2025
Toronto,Bogotá,122,200,78,6,8,2025
Toronto,Manaus,118,200,82,6,8,2025
Buenos Aires,Bogotá,116,200,84,6,8,2025
Santiago,Miami,35,100,65,6,8,2025
Santiago,Rio Branco,23,100,77,6,8,2025
Santiago,Nova York,101,200,99,6,8,2025
Lima,Recife,125,200,75,6,8,2025
Cidade do México,Boa Vista,157,200,43,6,8,2025
Bogotá,Fortaleza,52,200,148,6,8,2025
Bogotá,Teresina,72,200,128,6,8,2025
Bogotá,Santiago,118,200,82,6,8,2025
São Paulo,Recife,181,200,19,7,8,2025
São Paulo,Cuiabá,52,200,148,7,8,2025
São Paulo,Vitória,95,200,105,7,8,2025
Rio de Janeiro,Tóquio,80,200,120,7,8,2025
Rio de Janeiro,Santiago,76,100,24,7,8,2025
Brasília,Paris,129,200,71,7,8,2025
Belo Horizonte,Maceió,59,100,41,7,8,2025
Belo Horizonte,Toronto,58,100,42,7,8,2025
Salvador,Porto Velho,51,100,49,7,8,2025
Salvador,Nova York,57,200,143,7,8,2025
Recife,Macapá,56,100,44,7,8,2025
Recife,Palmas,48,100,52,7,8,2025
Recife,Porto Velho,160,200,40,7,8,2025
Fortaleza,Vitória,115,200,85,7,8,2025
Fortaleza,Cidade do México,49,100,51,7,8,2025
Fortaleza,Santiago,81,200,119,7,8,2025
Curitiba,Palmas,28,100,72,7,8,2025
Porto Alegre,Fortaleza,59,200,141,7,8,2025
Belém,Maceió,50,100,50,7,8,2025
Belém,Rio de Janeiro,37,100,63,7,8,2025
Belém,Campo Grande,103,200,97,7,8,2025
Manaus,Los Angeles,30,100,70,7,8,2025
Florianópolis,Macapá,118,200,82,7,8,2025
Florianópolis,Lima,40,100,60,7,8,2025
Goiânia,Rio de Janeiro,54,100,46,7,8,2025
Goiânia,Los Angeles,89,200,111,7,8,2025
Goiânia,Belém,41,100,59,7,8,2025
Natal,Curitiba,116,200,84,7,8,2025
Natal,Tóquio,97,200,103,7,8,2025
Maceió,Porto Velho,61,100,39,7,8,2025
Maceió,Boa Vista,104,200,96,7,8,2025
João Pessoa,Florianópolis,90,100,10,7,8,2025
João Pessoa,São Paulo,41,100,59,7,8,2025
